ts,kind_brand,kind_category,idtype_count,device_cummulative_cnts
2022-01-13,RIM,Tablet,1,1
2022-01-13,Novas,TV,1,1
2022-01-13,Ambient,Weather Monitor,1,363
2022-01-13,P902,Tablet,1,1
2022-01-13,Douzhanggui,Tablet,1,1
2022-01-13,JenicasHisense,TV,1,1
2022-01-13,Weber,Smart Appliance,1,118
2022-01-13,Red Sea,Light Bulb,1,33
2022-01-13,Microsoft,Laptop & Computer,192,634519
2022-01-13,F,Tablet,3,3
2022-01-13,Xiaomi,Robot Vacuum Cleaner,7,531
2022-01-13,Dynalink,Set Top Box,1,4
2022-01-13,Likebook,Tablet,1,1
2022-01-13,Sensibo,Air Conditioner,1,69
2022-01-13,GLOBAL4K,Set Top Box,1,5
2022-01-13,SkyBell,Doorbell,1,3969
2022-01-13,Avaya,VoIP Gateway,1,327
2022-01-13,Dons,TV,1,1
2022-01-13,Stew,TV,1,1
2022-01-13,Mastv,Tablet,1,2
2022-01-13,iDevices,Light Switch,3,313
2022-01-13,T8,Tablet,1,2
2022-01-13,Apple,Watch,9,192564
2022-01-13,Zmodo,Camera,1,1241
2022-01-13,Huawei,Laptop & Computer,3,11
2022-01-13,Baidu,Speaker,1,14
2022-01-13,JeffsOffice,TV,1,1
2022-01-13,Charleys,TV,1,1
2022-01-13,Hunter,Smart Appliance,1,285
2022-01-13,IFP7550,Tablet,1,1
2022-01-13,Mighty,Media Player,1,9
2022-01-13,Momentum,Garage Opener,1,27
2022-01-13,HTC,Laptop & Computer,1,1
2022-01-13,Yolanda,Scale,1,5
2022-01-13,SharkRF,Smart Appliance,2,15
2022-01-13,livs,TV,1,1
2022-01-13,DK,Tablet,1,1
2022-01-13,Litmor,Camera,1,10
2022-01-13,Momsbedroom,TV,1,1
2022-01-13,NastysRCA,TV,1,1
2022-01-13,Pitboss,Smart Appliance,1,593
2022-01-13,Dylans,TV,1,1
2022-01-13,Lavie,Tablet,3,4
2022-01-13,Sylvania,Tablet,1,9
2022-01-13,Phyn,Smart Monitor,1,35
2022-01-13,Rikomagic,TV,3,20
2022-01-13,Brava,Oven,1,46
2022-01-13,LR,TV,1,1
2022-01-13,Third Reality,Hub,1,7
2022-01-13,IMSAI,Laptop & Computer,1,1
2022-01-13,NID,Tablet,4,9
2022-01-13,Vestel,TV,1,1
2022-01-13,Magic TV,Set Top Box,1,3
2022-01-13,Pentair,Smart Appliance,1,245
2022-01-13,Benewtech,Smart Appliance,1,1
2022-01-13,NEO,Tablet,1,1
2022-01-13,Vocolinc,Smart Appliance,1,11
2022-01-13,Koogeek,Light Bulb,2,18
2022-01-13,Geochron,Clock,1,1
2022-01-13,V,Tablet,1,1
2022-01-13,Canon,Camera,32,224
2022-01-13,Lenovo,Clock,1,1298
2022-01-13,Creative,Speaker,1,3
2022-01-13,MSM8953,Tablet,1,1
2022-01-13,Lenovo,Laptop & Computer,52,830
2022-01-13,Sherwoods,TV,1,1
2022-01-13,HTC,Tablet,3,47
2022-01-13,J5,Tablet,1,3
2022-01-13,TaysRCA,TV,1,1
2022-01-13,Kari,TV,1,1
2022-01-13,Aila,Tablet,1,135
2022-01-13,Night Owl,Camera,1,1530
2022-01-13,MF0300,Tablet,1,1
2022-01-13,Shiannes,TV,1,1
2022-01-13,Adams,TV,1,1
2022-01-13,Rinnai,Smart Appliance,1,108
2022-01-13,Grandstream,VoIP Gateway,2,369
2022-01-13,Marantz,Media Player,1,7
2022-01-13,Kef,Speaker,1,4
2022-01-13,Ting,Sensor,1,335
2022-01-13,Mstar,Set Top Box,1,23
2022-01-13,Bang & Olufsen,Speaker,12,660
2022-01-13,SwitchBot,Hub,1,84
2022-01-13,Barnes and Noble,Tablet,1,5
2022-01-13,Blossom,Sprinkler,1,11
2022-01-13,GGMM,Speaker,1,2
2022-01-13,Bosch,Oven,3,16
2022-01-13,Notion,Hub,1,183
2022-01-13,Mysa,Thermostat,1,764
2022-01-13,Kyocera,Printer,1,14
2022-01-13,Amazon,Smart Monitor,1,1174
2022-01-13,Lutron,Light Switch,2,1348
2022-01-13,TD,Tablet,2,3
2022-01-13,zyderriyahs,TV,1,1
2022-01-13,Ooma,VoIP Gateway,1,711
2022-01-13,Blink,Hub,1,16271
2022-01-13,Blackberry,Tablet,1,10
2022-01-13,SMA,Solar,1,66
2022-01-13,RemoteLock,Doorlock,1,157
2022-01-13,Joshs,TV,1,1
2022-01-13,Cololight,Light Bulb,1,16
2022-01-13,Moen,Smart Remote,1,77
2022-01-13,Hitachi,TV,10,588
2022-01-13,Jiobit,WiFi Tracker,1,58
2022-01-13,Antsle,NAS Storage,1,1
2022-01-13,Fujitsu,Air Conditioner,1,45
2022-01-13,MasterBedroom,TV,1,1
2022-01-13,Flo,Sensor,1,210
2022-01-13,Emmas,TV,1,1
2022-01-13,UniNet,Printer,1,1
2022-01-13,iDevices,Smart Appliance,1,27
2022-01-13,RK3128,Tablet,1,1
2022-01-13,Sercomm B,Set Top Box,1,21
2022-01-13,KingPad,Tablet,1,1
2022-01-13,Satellite,Tablet,1,1
2022-01-13,Astell&Kern,Media Player,1,1
2022-01-13,Sorenson,Smart Remote,1,86
2022-01-13,Binatone,Baby Camera,1,500
2022-01-13,Onefinity,Smart Appliance,1,8
2022-01-13,Remarkable,Tablet,1,819
2022-01-13,Xiaomi,Light Bulb,6,636
2022-01-13,Pendoo,Tablet,4,16
2022-01-13,Angels,TV,1,1
2022-01-13,LivingRoom,TV,1,3
2022-01-13,MID,Tablet,2,2
2022-01-13,Lewis,TV,1,1
2022-01-13,Smart,Set Top Box,1,38
2022-01-13,Teclast,Tablet,1,2
2022-01-13,RabbitAir,Air Purifier,1,36
2022-01-13,A,Tablet,1,2
2022-01-13,Honda,Car,1,932
2022-01-13,Sony,Smart Appliance,4,9
2022-01-13,RainMachine,Sprinkler,1,93
2022-01-13,MedaCube,Smart Appliance,1,2
2022-01-13,J:COM,Set Top Box,1,255
2022-01-13,Joyce,TV,1,1
2022-01-13,Smartab,Tablet,1,6
2022-01-13,Geeni,Camera,1,2
2022-01-13,Scotts,Sprinkler,1,6
2022-01-13,Arabic,Set Top Box,1,2
2022-01-13,Insignia,Tablet,2,5
2022-01-13,Plum,Light Switch,1,28
2022-01-13,Anbernic,Game Console,1,9
2022-01-13,Encored,Smart Monitor,1,2
2022-01-13,Samsung,Washer Dryer,2,1832
2022-01-13,Denon DJ,Media Player,1,2
2022-01-13,2GIG,Camera,1,6
2022-01-13,YoLink,Hub,1,104
2022-01-13,KTV,Tablet,1,1
2022-01-13,Hawkins,TV,1,1
2022-01-13,Magic Hue,Light Bulb,1,161
2022-01-13,CAT,Tablet,8,50
2022-01-13,Tvbox,Tablet,2,5
2022-01-13,Koogeek,Plug,5,55
2022-01-13,Kaileys,TV,1,1
2022-01-13,Canary,Camera,3,1079
2022-01-13,Hyundai,Tablet,2,2
2022-01-13,PVT,Tablet,1,3
2022-01-13,Meteobridge,Weather Monitor,1,3
2022-01-13,abadbitches,TV,1,1
2022-01-13,Foren,Tablet,1,5
2022-01-13,iAquaLink,Smart Appliance,1,389
2022-01-13,Google,Speaker,1,1210
2022-01-13,A1000,Tablet,1,1
2022-01-13,Lexies,TV,1,1
2022-01-13,WD,Media Player,4,47
2022-01-13,Kileys,TV,1,1
2022-01-13,Bosch,Coffee Maker,1,4
2022-01-13,LeapFrog,Tablet,2,373
2022-01-13,CX,Tablet,1,1
2022-01-13,Smartak,Tablet,1,361
2022-01-13,Himedia,Set Top Box,1,9
2022-01-13,Curry,TV,1,1
2022-01-13,Remo+,Doorbell,1,58
2022-01-13,Midea,Air Conditioner,1,733
2022-01-13,Aura,Picture Frame,1,841
2022-01-13,Jakers,TV,1,1
2022-01-13,Evolis Card,Printer,1,1
2022-01-13,Nathan,TV,1,1
2022-01-13,Energy Sistem,Tablet,1,1
2022-01-13,NVidia,Tablet,1,2
2022-01-13,Level Sense,Sensor,1,12
2022-01-13,SDPF1095,Tablet,1,2
2022-01-13,Scbc,TV,1,2
2022-01-13,Barnes and Noble,Smart Appliance,10,612
2022-01-13,myTV,Set Top Box,1,598
2022-01-13,Ubiquiti,Plug,1,31
2022-01-13,Zebra,Tablet,1,11
2022-01-13,IFP6550,Tablet,1,1
2022-01-13,AudioCodes,VoIP Gateway,1,4
2022-01-13,TickTalk,Watch,1,2
2022-01-13,iHome,Smart Appliance,1,84
2022-01-13,Hylands,TV,1,1
2022-01-13,TAB,Tablet,4,17
2022-01-13,Microsoft,Game Console,9,120668
2022-01-13,Eagle,Tablet,1,1
2022-01-13,Maddys,TV,1,1
2022-01-13,D-Link,Camera,3,765
2022-01-13,Electrolux,Smart Appliance,1,119
2022-01-13,Anki,Smart Appliance,1,86
2022-01-13,RQ,Tablet,1,4
2022-01-13,Tend Insights,Camera,1,81
2022-01-13,iHome,Plug,1,588
2022-01-13,Skystream,Tablet,3,4
2022-01-13,Lavietab,Tablet,3,4
2022-01-13,Manjee,Tablet,1,1
2022-01-13,Levoit,Air Purifier,1,490
2022-01-13,Samsung,TV,523,155817
2022-01-13,Microsoft,Tablet,60,2462
2022-01-13,Anova,Smart Appliance,1,1
2022-01-13,Thermador,Smart Appliance,3,51
2022-01-13,Wyze,Camera,2,26140
2022-01-13,Kobo,Smart Appliance,2,854
2022-01-13,Panasonic,Printer,1,12
2022-01-13,Intesis,Smart Appliance,1,1
2022-01-13,3W,Tablet,1,1
2022-01-13,APC,Plug,1,34
2022-01-13,Naudyas,TV,1,1
2022-01-13,Amazon,Camera,7,60090
2022-01-13,LG,Washer Dryer,2,324
2022-01-13,Arris,Set Top Box,6,758
2022-01-13,iDevices,Thermostat,1,62
2022-01-13,T-Mobile,VoIP Gateway,1,29
2022-01-13,InGrid,Home Security,1,5
2022-01-13,Trendnet,Printer,1,19
2022-01-13,Schlage,Doorlock,1,1860
2022-01-13,Brother,Printer,2,18523
2022-01-13,Apple,Media Player,9,14870
2022-01-13,Fitbit,Watch,1,853
2022-01-13,Xiaomi,Tablet,1,5
2022-01-13,Melnor,Sprinkler,1,3
2022-01-13,Allwinner,Tablet,1,1
2022-01-13,Toucan,Doorbell,1,4
2022-01-13,T96,Tablet,1,1
2022-01-13,Airties,TV,1,2
2022-01-13,SuperStream,Tablet,1,1
2022-01-13,inch,TV,1,1
2022-01-13,Broadlink,Smart Remote,2,117
2022-01-13,LGE,Tablet,1,158
2022-01-13,Android,Laptop & Computer,1,27
2022-01-13,ExpressLuck,TV,1,1
2022-01-13,Vodafone,Set Top Box,1,8
2022-01-13,Crestron,Smart Remote,1,6
2022-01-13,Mitsubishi,Air Conditioner,1,1
2022-01-13,Dell,Tablet,6,31
2022-01-13,NotePad,Tablet,1,1
2022-01-13,Transpeed,Tablet,2,4
2022-01-13,A8202,Tablet,1,3
2022-01-13,OND,Tablet,1,2
2022-01-13,Sharp,Tablet,2,10
2022-01-13,Ubiquiti,NAS Storage,1,2
2022-01-13,C by GE,Plug,1,174
2022-01-13,Asus,Tablet,29,1049
2022-01-13,LeakSmart,Sensor,1,8
2022-01-13,LC,Tablet,1,1
2022-01-13,Leedarson,Hub,1,2
2022-01-13,AT&T,Smoke Alarm,1,44
2022-01-13,Samsung,Light Bulb,1,7
2022-01-13,Napco,Hub,1,4
2022-01-13,N11,Tablet,1,1
2022-01-13,Jilenes,TV,1,1
2022-01-13,Brinks,Home Security,1,1
2022-01-13,Vidaa,Set Top Box,1,3
2022-01-13,Ecovacs,Robot Vacuum Cleaner,1,1112
2022-01-13,Lorex,Camera,6,255
2022-01-13,Qardio,Smart Monitor,1,73
2022-01-13,Ikea,Hub,1,116
2022-01-13,ATV,Tablet,1,1
2022-01-13,BlueGarage,TV,1,1
2022-01-13,Embedded,Laptop & Computer,1,9
2022-01-13,X92,Set Top Box,1,10
2022-01-13,Uconnect,Smart Appliance,1,32
2022-01-13,Roberts,Speaker,2,2
2022-01-13,June,Oven,1,56
2022-01-13,GMC,Car,2,276
2022-01-13,Sandman,Clock,1,3
2022-01-13,Overkiz,Hub,1,2
2022-01-13,GE,Light Switch,2,569
2022-01-13,Unspecified TV,TV,3,38
2022-01-13,Vivint,Camera,1,2
2022-01-13,Keytab,Tablet,1,1
2022-01-13,Develco,Hub,1,1
2022-01-13,Cube,Tablet,1,1
2022-01-13,Wyze,Plug,1,3192
2022-01-13,MAX,Tablet,1,3
2022-01-13,Nanit,Baby Camera,1,823
2022-01-13,Arlo,Baby Camera,1,220
2022-01-13,popIn Aladdin,Smart Appliance,3,27
2022-01-13,Amcrest,Home Security,2,17
2022-01-13,Amino,Set Top Box,3,6018
2022-01-13,Sweeney,TV,1,1
2022-01-13,SuperBox,Tablet,3,9
2022-01-13,Thermomix,Smart Appliance,1,176
2022-01-13,Nuki,Hub,1,8
2022-01-13,Xiaomi,Plug,1,11
2022-01-13,Philips,Air Purifier,1,49
2022-01-13,Aera,Smart Appliance,1,85
2022-01-13,Tanoshi,Tablet,1,3
2022-01-13,Marantz,Set Top Box,23,391
2022-01-13,Chinterkuwait,Laptop & Computer,1,1
2022-01-13,WiOn,Plug,1,17
2022-01-13,ecobee,Light Switch,1,105
2022-01-13,Technicolor,Home Security,1,25
2022-01-13,Yellyouth,Tablet,2,4
2022-01-13,Google,Smoke Alarm,1,7404
2022-01-13,TP-Link,Range Extender,11,804
2022-01-13,JR,Tablet,1,12
2022-01-13,Beelink,Set Top Box,1,7
2022-01-13,AT7,Tablet,1,1
2022-01-13,Samsung,Range Extender,1,908
2022-01-13,Delphin,Tablet,1,33
2022-01-13,April,TV,1,1
2022-01-13,Hive,Hub,1,15
2022-01-13,Bloomsky,Weather Monitor,1,8
2022-01-13,8S89H,Tablet,1,1
2022-01-13,D-Link,Sensor,3,35
2022-01-13,Global,Tablet,2,7
2022-01-13,Panasonic,Hub,1,12
2022-01-13,Logitech,Speaker,5,143
2022-01-13,Nooie,Baby Camera,1,12
2022-01-13,Audiocast,Speaker,1,18
2022-01-13,Dragon Touch,Tablet,1,361
2022-01-13,PAD,Tablet,2,3
2022-01-13,Temy,TV,1,1
2022-01-13,GWAT10,Tablet,1,11
2022-01-13,360,Robot Vacuum Cleaner,2,24
2022-01-13,RCA,TV,13,1338
2022-01-13,XYO,Network Controller,1,2
2022-01-13,Cambium,Smart Appliance,1,6
2022-01-13,Janee,TV,1,1
2022-01-13,WeatherFlow,Weather Monitor,1,126
2022-01-13,Skyworth,TV,7,14
2022-01-13,Plus 360,Robot Vacuum Cleaner,1,4
2022-01-13,Fabriq,Speaker,1,13
2022-01-13,Ematic,Tablet,2,25
2022-01-13,iLive,Speaker,2,11
2022-01-13,D-Link,Plug,1,80
2022-01-13,Dell Inc.,Laptop & Computer,4,4
2022-01-13,Netatmo,Home Security,1,30
2022-01-13,Whirlpool,Smart Appliance,3,477
2022-01-13,Blink,Camera,1,40605
2022-01-13,Apple,TV,3,216
2022-01-13,LeakBot,Sensor,1,2
2022-01-13,eufy,Speaker,1,20
2022-01-13,BDF,Tablet,1,148
2022-01-13,Amazfit,Watch,2,2
2022-01-13,Dahua,Sensor,1,90
2022-01-13,NABI,Tablet,1,18
2022-01-13,X96,Set Top Box,4,106
2022-01-13,Denon,Media Player,8,157
2022-01-13,Petoneer,Smart Appliance,1,2
2022-01-13,Qlink,Tablet,1,544
2022-01-13,Neos,Camera,1,32
2022-01-13,ConnectSense,Plug,2,7
2022-01-13,Revo,Media Player,2,3
2022-01-13,Evpad,Tablet,2,3
2022-01-13,Apple,Speaker,3,7531
2022-01-13,Rafas,TV,1,1
2022-01-13,iSmart,Home Security,1,84
2022-01-13,RTD298X,Tablet,1,1
2022-01-13,Point of View,Tablet,1,1
2022-01-13,Dell,Laptop & Computer,37,240
2022-01-13,HK1,Tablet,3,6
2022-01-13,Riva,Speaker,1,4
2022-01-13,goCoax,Range Extender,1,5
2022-01-13,Ravens,TV,1,1
2022-01-13,Internet,Set Top Box,1,6
2022-01-13,TV358,Tablet,1,1
2022-01-13,Onelink,Smoke Alarm,2,190
2022-01-13,Sony,Set Top Box,3,12
2022-01-13,IFP8650,Tablet,1,2
2022-01-13,Seagate,NAS Storage,3,68
2022-01-13,VOCOlinc,Light Bulb,6,130
2022-01-13,Nexx,Garage Opener,1,200
2022-01-13,Ultimaker 3D,Printer,1,2
2022-01-13,Vonage,VoIP Gateway,2,303
2022-01-13,Leak Alert,Sensor,1,17
2022-01-13,Siemens,Dishwasher,1,1
2022-01-13,Control4,Hub,9,240
2022-01-13,Polaroid,Tablet,3,3
2022-01-13,Toybox,Printer,1,80
2022-01-13,Sangoma,VoIP Gateway,1,1
2022-01-13,Yutmart,Tablet,1,2
2022-01-13,Dolamee,Tablet,1,1
2022-01-13,Buffalo,NAS Storage,1,256
2022-01-13,K116,Tablet,1,4
2022-01-13,LG,Smart Appliance,1,4526
2022-01-13,Soma,Smart Remote,1,8
2022-01-13,Fedora,Laptop & Computer,1,14
2022-01-13,Hayward,Smart Appliance,1,70
2022-01-13,Yamaha,Media Player,1,29
2022-01-13,MakerBot,Printer,1,4
2022-01-13,SmartEye,Camera,1,8
2022-01-13,Dahua,Smart Appliance,1,2
2022-01-13,Mygica,Tablet,1,2
2022-01-13,Bosch,Thermostat,2,65
2022-01-13,Sony,Speaker,1,72
2022-01-13,Fitbit,Scale,3,215
2022-01-13,Google,Range Extender,1,1261
2022-01-13,Xiaomi,Clock,2,9
2022-01-13,iFit,Tablet,1,41
2022-01-13,Toniebox,Smart Appliance,1,707
2022-01-13,Lacie,NAS Storage,2,2
2022-01-13,IGEL,Laptop & Computer,1,1
2022-01-13,Belkin,Sensor,1,22
2022-01-13,Amcrest,Camera,1,944
2022-01-13,Fuji-Xerox,Printer,1,12
2022-01-13,Oz,TV,1,1
2022-01-13,Logitech,Camera,2,537
2022-01-13,Manans,TV,1,1
2022-01-13,VCT9F78Q22,Tablet,2,5
2022-01-13,Brandons,TV,1,1
2022-01-13,Google,Game Console,1,373
2022-01-13,Wynd,Smart Monitor,1,4
2022-01-13,TP-Link,Smart Appliance,1,23
2022-01-13,BroadLink,Hub,5,261
2022-01-13,Bosch,Dishwasher,1,24
2022-01-13,Honeywell,Home Security,3,829
2022-01-13,TK,Tablet,1,2
2022-01-13,Positivo,Tablet,1,2
2022-01-13,Bethro,TV,1,1
2022-01-13,Rebeccas,TV,1,1
2022-01-13,Mirabella Genio,Light Bulb,1,7
2022-01-13,JSW,Camera,1,15
2022-01-13,Apple,Tablet,38,367890
2022-01-13,GE,Dishwasher,1,21
2022-01-13,Alcatel,Tablet,15,1266
2022-01-13,Orlandrias,TV,1,1
2022-01-13,Goo Bang Doo,Set Top Box,1,1
2022-01-13,Bang & Olufsen,TV,1,1
2022-01-13,Verifone,Smart Appliance,1,27
2022-01-13,Samsung,WiFi Tracker,1,1
2022-01-13,Netgem,Set Top Box,1,1
2022-01-13,Ecowater,Smart Monitor,1,90
2022-01-13,Echtablet,Tablet,1,1
2022-01-13,Onn,Tablet,13,4719
2022-01-13,Hisensegevaisa,TV,1,1
2022-01-13,On,TV,1,1
2022-01-13,Omoidebako,NAS Storage,1,7
2022-01-13,Flair,Thermostat,1,53
2022-01-13,DSC,Home Security,1,43
2022-01-13,Peloton,Fitness Trainer & Bike,2,8367
2022-01-13,Walabot,Smart Appliance,1,6
2022-01-13,Sony,Game Console,7,121106
2022-01-13,Valve,Set Top Box,1,174
2022-01-13,OPSO,Plug,1,4
2022-01-13,Formuler,Set Top Box,5,302
2022-01-13,Onn,TV,12,4701
2022-01-13,Linksys,VoIP Gateway,1,13
2022-01-13,KEF,Speaker,1,5
2022-01-13,Panasonic,VoIP Gateway,2,12
2022-01-13,MyOnly,TV,1,1
2022-01-13,Zengge,Light Bulb,1,1284
2022-01-13,Hive,Camera,1,2
2022-01-13,ChargePoint,Smart Appliance,1,161
2022-01-13,Amazon,Smart Appliance,2,2771
2022-01-13,Netflix,TV,1,7
2022-01-13,SL8521E,Watch,1,21
2022-01-13,Adafruit,Smart Monitor,1,6
2022-01-13,PicassoTab,Tablet,2,8
2022-01-13,Denon,Set Top Box,1,1666
2022-01-13,Hyrican,Laptop & Computer,1,1
2022-01-13,Samsung,Fridge,1,2032
2022-01-13,Fitbit,Wearable & Virtual Reality,6,4005
2022-01-13,Petkit,Smart Appliance,2,95
2022-01-13,Hydrawise,Smart Remote,1,28
2022-01-13,Neato,Robot Vacuum Cleaner,4,490
2022-01-13,X80,Tablet,1,1
2022-01-13,Cosori,Oven,1,48
2022-01-13,Siemens,Oven,1,3
2022-01-13,X6,Tablet,1,4
2022-01-13,Kangaroo,Hub,1,50
2022-01-13,Altice,Speaker,1,4
2022-01-13,Vizio,TV,11,84400
2022-01-13,Technicolor,Set Top Box,6,15369
2022-01-13,Amazon,Media Player,2,63
2022-01-13,Reolink,Home Security,1,85
2022-01-13,ONN,Tablet,1,1
2022-01-13,Evbox,Tablet,1,1
2022-01-13,Blu,Tablet,1,23
2022-01-13,V-Tech,VoIP Gateway,1,7
2022-01-13,Roadie,Smart Appliance,1,3
2022-01-13,La Crosse,Weather Monitor,1,571
2022-01-13,HiSense,TV,1,1
2022-01-13,Tuya,Light Bulb,1,59775
2022-01-13,Nissan,Car,1,27
2022-01-13,ADT,Home Security,1,3393
2022-01-13,Reliance,Tablet,1,4
2022-01-13,Linux,Laptop & Computer,1,642
2022-01-13,Brilliant,Hub,1,646
2022-01-13,Camp Chef,Smart Appliance,1,155
2022-01-13,Microsoft,Media Player,1,1
2022-01-13,D-Link,Range Extender,1,34
2022-01-13,Viomi,Robot Vacuum Cleaner,1,24
2022-01-13,KUHD,TV,1,1
2022-01-13,Belkin,Plug,3,6866
2022-01-13,Vinabox,Tablet,1,1
2022-01-13,Sub-Zero,Fridge,1,1
2022-01-13,Dish,Set Top Box,8,14580
2022-01-13,TP-Link,Light Switch,1,10322
2022-01-13,Minut,Home Security,1,67
2022-01-13,SNB02,Tablet,1,1
2022-01-13,GreenWave Reality,Light Bulb,1,3
2022-01-13,EyezOn,Home Security,1,84
2022-01-13,Unblock,Set Top Box,1,27
2022-01-13,2K,Set Top Box,1,1
2022-01-13,Amazon,Voice Assistant,14,238009
2022-01-13,JBL,Voice Assistant,1,265
2022-01-13,Clover,Smart Appliance,5,224
2022-01-13,Friendship,Light Bulb,1,283
2022-01-13,D,Tablet,2,10
2022-01-13,Microsoft,Wearable & Virtual Reality,1,3
2022-01-13,ZKT,Tablet,1,13
2022-01-13,osewnn,TV,1,1
2022-01-13,Kinetico,Sensor,1,10
2022-01-13,Fossil,Wearable & Virtual Reality,2,126
2022-01-13,Vizio,Speaker,1,162
2022-01-13,Johnson Controls,Thermostat,1,28
2022-01-13,Gypsy,TV,1,1
2022-01-13,KIDS08,Tablet,1,1
2022-01-13,Auna,Media Player,1,1
2022-01-13,Shelly,Light Bulb,2,2
2022-01-13,New,TV,1,1
2022-01-13,Tajirs,TV,1,1
2022-01-13,Oki,Printer,1,24
2022-01-13,Samsung,Robot Vacuum Cleaner,1,234
2022-01-13,Troys,TV,1,1
2022-01-13,BeyondTV,Set Top Box,1,75
2022-01-13,Topwell,Camera,1,1381
2022-01-13,Guardian,Smart Monitor,1,8
2022-01-13,360,Camera,1,179
2022-01-13,Evoo,Laptop & Computer,1,2
2022-01-13,HN,Tablet,1,1
2022-01-13,Zolo,Speaker,1,6
2022-01-13,Qilive,TV,1,1
2022-01-13,Redrhino,Tablet,1,1
2022-01-13,Juno,Light Bulb,1,12
2022-01-13,Rotimatic,Smart Appliance,1,64
2022-01-13,M10,Tablet,2,2
2022-01-13,??tv,Tablet,1,1
2022-01-13,SureSoft-Browser-3.0,TV,1,1
2022-01-13,JADOO4,Tablet,1,1
2022-01-13,Kangaroo,Doorbell,1,1160
2022-01-13,Essential Products,Tablet,1,1
2022-01-13,MMC,Tablet,1,1
2022-01-13,Mirror,Fitness Trainer & Bike,1,280
2022-01-13,Samsung,Speaker,13,294
2022-01-13,Khloes,TV,1,1
2022-01-13,Yoto,Speaker,1,15
2022-01-13,100M,Tablet,1,1
2022-01-13,Flir,Camera,1,273
2022-01-13,Nathans,TV,1,2
2022-01-13,Atari,Game Console,1,7
2022-01-13,Shadow,Set Top Box,1,1
2022-01-13,QNAP,NAS Storage,31,75
2022-01-13,Bose,Speaker,20,4592
2022-01-13,Marshall,Speaker,3,33
2022-01-13,BloomSky,Weather Monitor,1,10
2022-01-13,Noon,Light Switch,1,5
2022-01-13,Volvo,Car,1,81
2022-01-13,Eyedro,Smart Monitor,1,13
2022-01-13,IOT,Tablet,1,12
2022-01-13,Barnes & Noble,Tablet,13,549
2022-01-13,ZTE,Tablet,4,582
2022-01-13,Iplay,Tablet,3,3
2022-01-13,Briannas,TV,1,1
2022-01-13,VOO,Set Top Box,1,1
2022-01-13,JuiceBox,Smart Appliance,1,92
2022-01-13,Svensters,TV,1,1
2022-01-13,Compaq,Laptop & Computer,2,15
2022-01-13,TRENDnet,Camera,1,1
2022-01-13,FP Postbase Postage Meter,Printer,1,5
2022-01-13,Xiaomi,Smart Appliance,3,35
2022-01-13,Amazon,VoIP Gateway,1,83
2022-01-13,Stream,Set Top Box,1,13
2022-01-13,GE,Smart Appliance,1,3492
2022-01-13,Panasonic,Doorbell,3,27
2022-01-13,Meross,Light Switch,3,2184
2022-01-13,YoungOG,TV,1,1
2022-01-13,Manta,Tablet,2,3
2022-01-13,Sabresd,Tablet,1,1
2022-01-13,Feit,Light Bulb,1,9
2022-01-13,A64,Tablet,1,1
2022-01-13,Alula,Home Security,1,31
2022-01-13,Qere,Tablet,1,3
2022-01-13,ScottsHouse,TV,1,1
2022-01-13,Microseven,Camera,1,9
2022-01-13,Bowers&Wilkins,Speaker,1,9
2022-01-13,nVent,Thermostat,1,328
2022-01-13,Danfoss Link,Thermostat,1,2
2022-01-13,ecobee,Thermostat,1,12040
2022-01-13,GW Security,Camera,1,5
2022-01-13,TCL,Tablet,1,27
2022-01-13,Apple,Set Top Box,5,39662
2022-01-13,Velux,Hub,1,23
2022-01-13,GEA,Tablet,1,1
2022-01-13,OpenEVSE,Smart Appliance,1,10
2022-01-13,Volkswagen,Smart Appliance,1,1
2022-01-13,Cove,Dishwasher,1,2
2022-01-13,Youdao,Smart Appliance,1,4
2022-01-13,Meross,Hub,1,9
2022-01-13,Xiaomi,Air Purifier,1,217
2022-01-13,Sony,TV,47,22848
2022-01-13,Amazon,Tablet,33,116861
2022-01-13,Westinghouse,TV,12,998
2022-01-13,Neeo,Smart Remote,1,6
2022-01-13,Sunshine,Tablet,2,101
2022-01-13,Kaon,Set Top Box,1,552
2022-01-13,NABI2,Tablet,1,3
2022-01-13,Kwikset,Doorlock,1,747
2022-01-13,Kevs,TV,1,1
2022-01-13,HisenseFlo,TV,1,1
2022-01-13,Thermador,Coffee Maker,1,4
2022-01-13,Honeywell,Hub,1,296
2022-01-13,Panasonic,Media Player,104,603
2022-01-13,WD,Tablet,1,1
2022-01-13,Trio,Tablet,6,9
2022-01-13,KK,Tablet,1,1
2022-01-13,Pianalto,TV,1,1
2022-01-13,Motorola,Tablet,5,23
2022-01-13,Enphase,Solar,2,713
2022-01-13,Samsung,Air Conditioner,1,118
2022-01-13,Konke,Smart Appliance,1,6
2022-01-13,Daisys,TV,1,1
2022-01-13,WiZ,Light Bulb,1,13596
2022-01-13,A95X,Tablet,3,3
2022-01-13,Siemens,Smart Appliance,1,2
2022-01-13,Merkury,Light Bulb,1,1
2022-01-13,M7600,Tablet,1,2
2022-01-13,AppUnique,Smart Appliance,1,42
2022-01-13,Home,TV,1,1
2022-01-13,Aluratek,Picture Frame,1,24
2022-01-13,Office,TV,1,1
2022-01-13,Tagital,Tablet,1,1
2022-01-13,TB8163P3,Tablet,1,3
2022-01-13,Nexx,Plug,1,15
2022-01-13,CAT,Laptop & Computer,1,9
